Event,Data_Source,Depth [m],Latitude,Longitude,O. universa,G. conglobatus,G. ruber ruber,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. adamsi,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. humilis,T. quinqueloba,N. pachyderma,N. dutertrei,N. incompta,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. truncatulinoides,G. crassaformis,G. hirsuta,G. scitula,D. anfracta,G. tumida,G. cultrata,C. nitida,G. glutinata,G. eastropacia,T. iota,G. uvula
MD84641,margo,0.83,33.02,32.38,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
MD84641,margo,0.87,33.02,32.38,2,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,64,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0
MD84641,margo,0.9,33.02,32.38,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,110,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0
MD84641,margo,0.93,33.02,32.38,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,99,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0
MD84641,margo,0.97,33.02,32.38,3,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,0,78,0,0,0,0,0,0,0,17,0,0,0,0,11,0,0,0
MD84641,margo,1,33.02,32.38,0,0,0,0,0,1,0,0,0,0,58,0,0,1,0,3,5,0,99,0,0,0,0,0,0,0,17,0,0,0,0,7,0,0,0
RC9191,margo,1.28,38.2,18.033,0,0,0,0,2,0,0,0,0,0,90,0,0,0,0,1,2,0,147,0,0,0,1,0,0,0,22,0,0,0,0,36,0,0,0
RC9191,margo,1.36,38.2,18.033,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,6,5,0,142,0,0,0,1,0,0,0,18,0,0,0,0,42,0,0,0
RC9191,margo,1.46,38.2,18.033,0,0,0,0,0,0,0,0,0,1,73,0,0,1,0,9,1,0,184,0,0,0,0,0,0,0,68,0,0,0,0,40,0,0,0
RC9191,margo,1.56,38.2,18.033,0,1,0,0,0,0,0,0,0,0,90,0,0,1,0,14,5,0,199,0,0,0,0,0,0,0,38,0,0,0,0,50,0,0,0
RC9191,margo,1.65,38.2,18.033,0,0,0,0,0,0,0,0,0,0,110,1,0,0,0,4,3,0,142,0,0,0,0,0,0,0,49,0,0,0,0,80,0,0,0
V10-49,margo,1.17,36.083,26.833,0,0,0,0,0,0,0,0,0,2,32,0,0,1,0,4,4,0,193,0,0,0,1,0,0,0,30,0,0,0,0,81,0,0,0
V10-51,margo,1.31,35.917,27.3,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,5,2,0,139,0,0,0,0,0,0,0,16,0,0,0,0,30,0,0,0
V10-51,margo,1.41,35.917,27.3,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,110,0,0,0,0,0,0,0,19,0,0,0,0,45,0,0,0
V10-51,margo,1.51,35.917,27.3,1,1,0,0,0,0,0,0,0,0,82,0,0,1,0,14,5,0,203,0,0,0,2,0,0,0,41,0,0,0,0,49,0,0,0
80KB11,margo,0.89,36.5,24.3,2,0,0,0,0,0,0,0,0,0,58,0,0,0,0,31,4,0,134,0,0,0,5,0,0,0,7,0,0,0,0,26,0,0,0
ODP 977,margo,3.56,36.19,-1.573,0,0,0,2,0,0,0,0,2,0,22,0,0,1,0,13,4,0,369,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0
ODP 977,margo,3.66,36.19,-1.573,1,0,0,4,0,0,0,0,0,0,17,0,0,0,0,10,4,0,453,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0
ODP 977,margo,3.76,36.19,-1.573,0,0,0,3,0,0,0,0,0,0,36,0,0,1,0,6,5,0,387,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0
ODP 977,margo,3.96,36.19,-1.573,1,0,0,4,0,0,0,0,0,0,66,0,0,1,0,6,3,0,414,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0
ODP 977,margo,4.02,36.19,-1.573,0,0,0,3,0,0,0,0,0,0,67,0,0,1,0,15,2,0,273,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0
BS79-22,margo,2.85,38.231,14.23,0,0,0,20,3,0,0,0,0,0,12,8,0,0,0,33,0,0,67,0,0,0,0,0,0,0,28,0,0,0,0,59,0,0,0
BS79-22,margo,2.88,38.231,14.23,0,0,0,26,2,0,0,0,0,0,30,15,0,0,0,67,0,0,97,0,0,0,0,0,0,0,38,0,0,0,0,104,0,0,0
BS79-22,margo,2.91,38.231,14.23,0,0,0,58,1,0,0,0,0,0,71,30,0,0,0,75,0,2,141,0,0,0,1,0,0,0,56,0,0,0,0,116,0,0,0
BS79-22,margo,2.94,38.231,14.23,0,0,0,26,0,0,0,0,0,0,22,11,0,0,0,35,0,0,63,0,0,0,2,0,0,0,18,0,0,0,0,39,0,0,0
BS79-22,margo,2.97,38.231,14.23,0,0,0,30,0,0,0,0,0,0,29,17,0,0,0,32,0,1,49,0,0,0,0,0,0,0,24,0,0,0,0,54,0,0,0
BS79-22,margo,3,38.231,14.23,0,0,0,36,0,0,0,0,1,0,29,14,0,0,0,39,0,0,76,0,0,0,0,0,0,0,20,0,0,0,0,59,0,0,0
BS79-22,margo,3.03,38.231,14.23,0,0,0,44,0,0,0,0,0,0,59,28,0,0,0,57,0,4,128,0,0,0,0,0,0,0,42,0,0,0,0,99,0,0,0
BS79-22,margo,3.06,38.231,14.23,0,0,0,18,0,0,0,0,0,0,31,18,0,0,0,16,0,0,44,0,0,0,1,0,0,0,18,0,0,0,0,38,0,0,0
BS79-22,margo,3.09,38.231,14.23,0,0,0,42,0,0,0,0,0,0,48,22,0,0,0,17,0,1,71,0,0,0,0,0,0,0,27,0,0,0,0,61,0,0,0
BS79-22,margo,3.12,38.231,14.23,0,0,0,53,0,0,0,0,0,0,38,24,0,0,0,32,0,0,80,0,0,0,0,0,0,0,57,0,0,0,0,91,0,0,0
BS79-22,margo,3.15,38.231,14.23,0,0,0,64,0,0,0,0,0,0,52,37,0,0,0,44,0,0,86,0,0,0,0,0,0,0,38,0,0,0,0,82,0,0,0
BS79-22,margo,3.18,38.231,14.23,0,0,0,31,2,0,0,0,0,0,53,31,0,0,0,59,0,0,98,0,0,0,2,0,0,0,41,0,0,0,0,111,0,0,0
BS79-22,margo,3.21,38.231,14.23,0,0,0,27,0,0,0,0,0,0,30,11,0,0,0,28,0,0,54,0,0,0,0,0,0,0,20,0,0,0,0,67,0,0,0
BS79-22,margo,3.24,38.231,14.23,0,0,0,14,0,0,0,0,0,0,34,13,0,0,0,21,0,0,46,0,0,0,0,0,0,0,26,0,0,0,0,57,0,0,0
BS79-22,margo,3.27,38.231,14.23,0,0,0,34,1,0,0,0,0,0,33,21,0,0,0,29,0,0,64,0,0,0,0,0,0,0,41,0,0,0,0,79,0,0,0
BS79-22,margo,3.3,38.231,14.23,1,0,0,41,0,0,0,0,0,0,53,20,0,0,0,27,0,0,60,0,0,0,0,0,0,0,24,0,0,0,0,93,0,0,0
BS79-22,margo,3.33,38.231,14.23,0,0,0,45,1,0,0,0,0,0,38,19,0,0,0,46,0,0,73,0,0,0,0,0,0,0,15,0,0,0,0,104,0,0,0
BS79-22,margo,3.36,38.231,14.23,0,0,0,36,0,0,0,0,0,0,24,14,0,0,0,18,0,0,48,0,0,0,0,0,0,0,13,0,0,0,0,52,0,0,0
BS79-22,margo,3.39,38.231,14.23,0,0,0,40,0,0,0,0,0,0,40,23,0,0,0,24,0,0,60,0,0,0,0,0,0,0,35,0,0,0,0,73,0,0,0
BS79-22,margo,3.42,38.231,14.23,0,0,0,38,0,0,0,0,0,0,24,8,0,0,0,28,0,0,32,0,0,0,0,0,0,0,34,0,0,0,0,42,0,0,0
BS79-22,margo,3.45,38.231,14.23,0,0,0,30,3,0,0,0,0,0,18,7,0,0,0,22,0,0,60,0,0,0,1,0,0,0,32,0,0,0,0,53,0,0,0
BS79-33,margo,3.25,38.157,14.018,0,0,0,39,0,0,0,0,1,0,41,14,0,0,0,48,0,7,96,0,0,0,0,0,0,0,42,0,0,0,0,75,0,0,0
BS79-33,margo,3.3,38.157,14.018,0,0,0,20,0,0,0,0,0,0,54,17,0,0,0,53,0,7,80,0,0,0,1,0,0,0,42,0,0,0,0,63,0,0,0
BS79-33,margo,3.35,38.157,14.018,0,0,0,45,0,0,0,0,0,0,64,22,0,0,0,41,0,9,78,0,0,0,1,0,0,0,33,0,0,0,0,39,0,0,0
BS79-33,margo,3.4,38.157,14.018,0,0,0,29,0,0,0,0,0,0,74,14,0,0,0,27,0,0,65,0,0,0,0,0,0,0,60,0,0,0,0,51,0,0,0
BS79-33,margo,3.45,38.157,14.018,0,0,0,34,0,0,0,0,0,0,74,19,0,0,0,35,0,4,82,0,0,0,0,0,0,0,25,0,0,0,0,39,0,0,0
BS79-33,margo,3.5,38.157,14.018,0,0,0,56,0,0,0,0,0,0,66,37,0,0,0,30,0,0,73,0,0,0,1,0,0,0,31,0,0,0,0,49,0,0,0
BS79-33,margo,3.55,38.157,14.018,0,0,0,37,0,0,0,0,0,0,67,18,0,0,0,53,0,1,54,0,0,0,0,0,0,0,50,0,0,0,0,64,0,0,0
BS79-33,margo,3.6,38.157,14.018,0,0,0,62,0,0,0,0,0,0,55,19,0,0,0,33,0,4,81,0,0,0,0,0,0,0,39,0,0,0,0,70,0,0,0
BS79-33,margo,3.65,38.157,14.018,1,0,0,46,0,0,0,0,0,0,60,20,0,0,0,39,0,2,78,0,0,0,0,0,0,0,30,0,0,0,0,61,0,0,0
BS79-33,margo,3.7,38.157,14.018,0,0,0,48,0,0,0,0,0,0,71,27,0,0,0,28,0,3,82,0,0,0,2,0,0,0,32,0,0,0,0,49,0,0,0
BS79-33,margo,3.75,38.157,14.018,0,0,0,31,0,0,0,0,1,0,51,25,0,0,0,40,0,1,76,0,0,0,1,0,0,0,42,0,0,0,0,75,0,0,0
BS79-33,margo,3.8,38.157,14.018,0,0,0,42,0,0,0,0,0,0,52,16,0,0,0,29,0,0,60,0,0,0,0,0,0,0,37,0,0,0,0,65,0,0,0
BS79-33,margo,3.85,38.157,14.018,0,2,2,21,0,0,0,0,0,0,71,20,0,0,0,40,0,3,54,0,0,0,1,0,0,0,39,0,0,0,0,86,0,0,0
BS79-37,margo,2.4,38.215,13.269,0,0,0,7,2,0,0,0,0,0,143,36,0,0,0,25,4,0,165,0,0,0,0,0,0,0,17,0,0,0,0,72,0,0,0
BS79-37,margo,2.44,38.215,13.269,0,0,0,0,0,0,0,0,0,0,88,43,0,0,0,26,1,0,94,0,0,0,1,0,0,0,24,0,0,0,0,126,0,0,0
BS79-37,margo,2.48,38.215,13.269,0,0,0,0,0,0,0,0,0,0,80,27,0,0,0,46,5,0,73,0,0,0,1,0,0,0,44,0,0,0,0,132,0,0,0
BS79-38,margo,3.975,38.247,13.346,0,0,0,0,0,0,0,0,0,0,60,28,0,0,0,30,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,79,0,0,0
BS79-38,margo,4.025,38.247,13.346,0,0,0,0,1,0,0,0,0,0,47,24,0,0,0,36,0,0,0,0,0,0,1,0,0,0,53,0,0,0,0,71,0,0,0
BS79-38,margo,4.05,38.247,13.346,0,0,0,0,0,0,0,0,0,0,36,23,0,0,0,66,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,95,0,0,0
BS79-38,margo,4.075,38.247,13.346,0,2,0,4,0,0,0,0,0,0,42,14,0,0,0,31,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,75,0,0,0
BS79-38,margo,4.125,38.247,13.346,0,0,0,7,0,0,0,0,0,0,38,21,0,0,0,37,0,1,0,0,0,0,0,0,0,0,55,0,0,0,0,78,0,0,0
BS79-38,margo,4.175,38.247,13.346,0,0,0,0,2,0,0,0,0,0,44,15,0,0,0,38,0,0,0,0,0,0,3,0,0,0,40,0,0,0,0,97,0,0,0
BS79-38,margo,4.2,38.247,13.346,0,0,1,1,0,0,0,0,1,0,20,13,0,0,0,6,0,0,11,0,0,0,4,1,0,0,3,0,0,0,0,10,0,0,0
BS79-38,margo,4.225,38.247,13.346,0,0,2,3,1,0,0,0,7,0,105,47,0,0,0,37,0,0,0,0,0,0,9,2,0,0,28,0,0,0,0,93,0,0,0
BS79-38,margo,4.275,38.247,13.346,0,0,0,0,0,0,0,0,3,0,51,26,0,0,0,41,0,0,0,0,0,0,17,2,0,0,37,0,0,0,0,70,0,0,0
BS79-38,margo,4.325,38.247,13.346,0,0,0,3,0,0,0,0,0,0,51,28,0,0,0,60,0,0,0,0,0,0,19,0,0,0,44,0,0,0,0,72,0,0,0
BS79-38,margo,4.35,38.247,13.346,0,1,0,8,0,1,0,0,2,0,9,24,0,0,0,107,3,0,0,0,0,0,24,0,0,0,42,0,0,0,0,81,0,0,0
BS79-38,margo,4.375,38.247,13.346,0,0,0,11,0,0,0,0,3,0,41,31,0,0,0,59,0,0,0,0,0,0,14,0,0,0,44,0,0,0,0,71,0,0,0
BS79-38,margo,4.4,38.247,13.346,0,0,0,5,0,0,0,0,0,0,38,38,0,0,0,40,0,1,83,0,0,0,1,0,0,0,54,0,0,0,0,41,0,0,0
BS79-38,margo,4.425,38.247,13.346,1,0,0,2,0,0,0,0,0,0,32,30,0,0,0,37,0,0,0,0,0,0,2,0,0,0,48,0,0,0,0,35,0,0,0
BS79-38,margo,4.45,38.247,13.346,0,0,0,1,1,0,0,0,0,0,58,50,0,0,0,66,0,0,49,0,0,0,0,0,0,0,94,0,0,0,0,60,0,0,0
BS79-38,margo,4.475,38.247,13.346,1,0,0,4,1,0,0,0,0,0,57,33,0,0,0,43,0,1,0,0,0,0,2,0,0,0,70,0,0,0,0,56,0,0,0
BS79-38,margo,4.525,38.247,13.346,0,0,0,4,0,0,0,0,1,0,67,25,0,0,0,41,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,58,0,0,0
BS79-38,margo,4.55,38.247,13.346,0,0,0,3,0,0,0,0,0,0,60,32,0,0,0,131,0,0,28,0,0,0,0,0,0,0,76,0,0,0,0,93,0,0,0
BS79-38,margo,4.575,38.247,13.346,0,0,0,4,0,0,0,0,0,0,52,24,0,0,0,43,0,0,0,0,0,0,2,0,0,0,49,0,0,0,0,60,0,0,0
BS79-38,margo,4.6,38.247,13.346,0,0,0,25,0,0,0,0,0,0,40,21,0,0,0,108,0,2,75,0,0,0,4,0,0,0,85,0,0,0,0,80,0,0,0
BS79-38,margo,4.625,38.247,13.346,0,1,0,16,2,0,0,0,0,0,28,16,0,0,0,91,1,0,0,0,0,0,4,0,0,0,45,0,0,0,0,63,0,0,0
BS79-38,margo,4.65,38.247,13.346,0,0,0,10,0,0,0,0,0,0,30,15,0,0,0,125,0,2,0,0,0,0,1,0,0,0,63,0,0,0,0,79,0,0,0
BS79-38,margo,4.675,38.247,13.346,0,0,0,9,0,0,0,0,0,0,38,16,0,0,0,92,0,0,0,0,0,0,3,0,0,0,45,0,0,0,0,65,0,0,0
BS79-38,margo,4.7,38.247,13.346,1,0,0,33,0,0,0,0,0,0,36,18,0,0,0,64,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,70,0,0,0
RC9-178,margo,0.5,33.733,27.917,0,0,0,79,0,0,0,0,0,0,29,0,0,0,0,0,2,0,69,0,0,0,0,0,0,0,28,0,0,0,0,20,0,0,0
RC9-178,margo,0.61,33.733,27.917,0,0,0,90,0,0,0,0,0,0,59,0,0,0,0,15,3,0,128,0,0,0,0,0,0,0,32,0,0,0,0,22,0,0,0
RC9-178,margo,0.665,33.733,27.917,0,1,0,68,0,0,0,0,0,0,71,0,0,0,0,15,6,0,101,0,0,0,0,0,0,0,25,0,0,0,0,30,0,0,0
MD992344,margo,2.47,41.997,4.836,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,172,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,28,0,0,0
MD992344,margo,2.53,41.997,4.836,1,0,0,1,0,0,0,0,0,1,113,0,0,0,0,69,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MD992344,margo,2.63,41.997,4.836,0,0,0,11,0,0,0,0,0,2,373,0,0,0,0,130,7,0,125,0,0,0,28,0,0,0,12,0,0,0,0,37,0,0,0
MD992344,margo,2.69,41.997,4.836,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,42,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0
LC21,margo,275.5,35.66,26.58,0,0,0,36,0,0,0,0,1,0,18,0,0,2,0,5,0,0,64,0,0,0,0,0,0,0,10,0,0,0,0,31,0,0,0
LC21,margo,281.5,35.66,26.58,0,0,0,57,0,0,0,0,0,0,25,0,0,2,0,0,0,0,66,0,0,0,0,0,0,0,13,0,0,0,0,10,0,0,0
LC21,margo,289.5,35.66,26.58,0,0,0,55,0,0,0,0,0,0,21,0,0,4,0,10,3,0,90,0,0,0,0,0,0,0,22,0,0,0,0,91,0,0,0
LC21,margo,296,35.66,26.58,0,0,0,15,0,0,0,0,0,0,7,0,0,2,0,5,0,0,37,0,0,0,0,0,0,0,11,0,0,0,0,23,0,0,0
LC21,margo,303.5,35.66,26.58,0,0,0,43,0,1,0,0,0,0,28,0,0,2,0,7,1,0,59,0,0,0,0,0,0,0,5,0,0,0,0,34,0,0,0
LC21,margo,310.5,35.66,26.58,0,0,0,45,0,0,0,0,0,0,23,0,0,4,0,31,2,0,64,0,0,0,0,0,0,0,17,0,0,0,0,44,0,0,0
LC21,margo,317,35.66,26.58,0,0,0,40,0,0,0,0,0,0,13,0,0,2,0,1,0,0,81,0,0,0,0,0,0,0,21,0,0,0,0,18,0,0,0
LC21,margo,324.5,35.66,26.58,0,0,0,22,0,0,0,0,0,0,25,0,0,4,0,20,0,0,50,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0
LC07,margo,0.685,38.14,10.07,0,0,0,8,0,0,0,0,0,0,60,0,0,1,0,52,1,0,44,0,0,0,2,0,0,0,13,0,0,0,0,38,0,0,0
LC07,margo,0.805,38.14,10.07,0,0,0,8,0,0,0,0,0,0,35,0,0,0,0,40,0,0,18,0,0,0,10,0,0,0,12,0,0,0,0,20,0,0,0
LC07,margo,0.865,38.14,10.07,0,0,0,7,0,0,0,0,0,0,36,0,0,0,0,31,0,0,28,0,0,0,5,0,0,0,3,0,0,0,0,13,0,0,0
ODP 975,margo,1.13,38.89,4.5,0,0,0,0,0,1,0,0,1,0,221,0,0,0,0,75,1,0,134,0,0,0,0,0,0,0,40,0,0,0,0,117,0,0,0
ODP 975,margo,1.165,38.89,4.5,0,0,0,2,0,0,0,0,0,0,139,0,0,0,0,80,4,0,45,0,0,0,2,0,0,0,41,0,0,0,0,90,0,0,0
ODP 975,margo,1.225,38.89,4.5,0,0,0,5,0,0,0,0,0,0,302,0,0,0,0,126,2,0,48,0,0,0,4,3,0,0,147,0,0,0,0,93,0,0,0
ODP 975,margo,1.285,38.89,4.5,1,0,1,39,0,0,0,0,1,0,160,0,0,0,0,91,0,0,34,0,0,0,1,0,0,0,66,0,0,0,0,55,0,0,0
ODP 975,margo,1.325,38.89,4.5,0,0,0,32,0,0,0,0,0,0,134,0,0,0,0,144,0,0,61,0,0,0,0,0,0,0,109,0,0,0,0,68,0,0,0
LC01,margo,0.682,40.26,6.887,2,0,0,36,0,0,0,0,1,0,133,0,0,0,0,137,0,0,31,0,0,0,0,0,0,0,91,0,0,0,0,43,0,0,0
LC01,margo,0.71,40.26,6.887,0,0,0,55,0,0,0,0,0,0,153,0,0,0,0,35,1,0,31,0,0,0,1,0,0,0,54,0,0,0,0,30,0,0,0
LC01,margo,0.757,40.26,6.887,0,0,0,42,0,0,0,0,2,0,94,0,0,1,0,76,0,0,32,0,0,0,0,0,0,0,58,0,0,0,0,40,0,0,0
LC01,margo,0.787,40.26,6.887,0,0,0,20,0,0,0,0,1,0,169,0,0,0,0,225,0,0,48,0,0,0,0,0,0,0,69,0,0,0,0,57,0,0,0
LC04,margo,0.832,38.65,6.11,0,0,0,20,0,0,0,0,4,0,89,0,0,0,0,21,2,0,42,0,0,0,0,0,0,0,22,0,0,0,0,32,0,0,0
LC04,margo,0.912,38.65,6.11,0,0,0,54,0,0,0,0,2,0,108,0,0,1,0,53,0,0,85,0,0,0,0,0,0,0,69,0,0,0,0,82,0,0,0
LC04,margo,0.997,38.65,6.11,0,0,0,56,0,0,0,0,1,0,83,0,0,4,0,25,0,0,73,0,0,0,0,0,0,0,43,0,0,0,0,52,0,0,0
ODP 969,margo,0.605,33.839,24.884,0,1,0,74,0,0,0,0,1,0,49,0,0,0,0,16,2,0,94,0,0,0,0,0,0,0,56,0,0,0,0,32,0,0,0
ODP 969,margo,0.625,33.839,24.884,0,1,0,74,0,0,0,0,0,0,28,0,0,0,0,11,1,0,82,0,0,0,0,0,0,0,27,0,0,0,0,24,0,0,0
ODP 969,margo,0.645,33.839,24.884,0,0,0,139,0,0,0,0,0,0,49,0,0,1,0,8,0,0,129,0,0,0,0,0,0,0,45,0,0,0,0,54,0,0,0
ODP 969,margo,0.665,33.839,24.884,0,0,0,98,0,0,0,0,0,0,45,0,0,1,0,12,0,0,98,0,0,0,0,0,0,0,39,0,0,0,0,42,0,0,0
ODP 969,margo,0.685,33.839,24.884,0,0,0,119,0,0,0,0,0,0,36,1,0,0,0,7,0,0,84,0,0,0,0,0,0,0,35,0,0,0,0,54,0,0,0
ODP 973,margo,0.945,35.78,18.948,0,0,0,28,1,0,1,0,2,0,44,0,0,0,0,12,0,0,33,0,0,0,0,0,0,0,107,0,0,0,0,62,0,0,0
ODP 973,margo,0.985,35.78,18.948,0,0,0,91,0,0,0,0,3,0,62,0,0,3,0,6,2,0,90,0,0,0,1,0,0,0,60,0,0,0,0,47,0,0,0
KL96,margo,0.455,32.77,19.19,0,0,0,181,0,0,0,0,0,0,15,0,0,3,0,2,2,0,42,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0
KL96,margo,0.505,32.77,19.19,1,0,0,145,0,0,0,0,0,0,16,0,0,2,0,3,2,0,43,0,0,0,0,0,0,0,31,0,0,0,0,4,0,0,0
