Event,Data_Source,Depth [m],Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,undetermined non-spinose,symbiont-bearing non-spinose,symbiont-facultative spinose
V 18-31,margo,15,3.167,-118.467,0.00333333333333333,0.01,0,0.576666666666667,0.0433333333333333,0.00666666666666667,0,
V 19-29,margo,120,-3.583,-83.933,0.0568086883876358,0.319966583124478,0.00083542188805346,0.387635756056809,0.00417710944026734,0,0,
V 19-53,margo,45,-17.017,-113.517,0.0140845070422535,0.00528169014084507,0.00880281690140845,0.27112676056338,0.11443661971831,0.11443661971831,0,
V 19-55,margo,23,-17,-114.183,0.00326441784548422,0.0380848748639826,0.0315560391730141,0.408596300326442,0.111534276387378,0.0462459194776931,0,
V 19-64,margo,15,-16.933,-121.2,0.00652883569096844,0.0272034820457019,0.0380848748639826,0.388465723612622,0.149075081610446,0.0217627856365615,0,
V 19-65,margo,15,-16.65,-124.383,0.0104166666666667,0.013671875,0.0143229166666667,0.375651041666667,0.140625,0.0325520833333333,0,
V 19-96,margo,15,0.867,172,0.0129032258064516,0.106451612903226,0.0032258064516129,0.52258064516129,0.164516129032258,0.00645161290322581,0,
V 20-11,margo,20,47.95,168.783,0.88785046728972,0.0934579439252336,0,0,0,0,0,
V 21-14,margo,70,37.683,163.033,0.0395061728395062,0.0716049382716049,0,0.679012345679012,0.00246913580246914,0,0,
V 21-30,margo,250,-1.217,-89.683,0.00451321727917473,0.459703417150226,0.00451321727917473,0.31076724693746,0.00838168923275306,0,0,
V 21-33,margo,45,-3.8,-92.083,0.00166389351081531,0.123128119800333,0,0.615640599001664,0.00665557404326123,0,0,
V 28-20,margo,40,0.95,-179.417,0.0126953125,0.0927734375,0.0244140625,0.380859375,0.1416015625,0.0224609375,0,
V 28-20,margo,20,2.767,-173.933,0.00123456790123457,0.154320987654321,0.0777777777777778,0.366666666666667,0.150617283950617,0.00987654320987654,0,
V 28-23,margo,20,-5.5,166.75,0.00991189427312775,0.0781938325991189,0.026431718061674,0.343612334801762,0.134361233480176,0.00110132158590308,0,
V 28-23,margo,35,1.017,160.483,0.00900900900900901,0.117117117117117,0.03003003003003,0.363363363363363,0.171171171171171,0.012012012012012,0,
V 28-23,margo,30,3.25,159.183,0.0186335403726708,0.093167701863354,0.0124223602484472,0.428571428571429,0.152173913043478,0.015527950310559,0,
V 28-24,margo,20,11.067,138.533,0.00535395597858418,0.0618679357525283,0.0380725758477097,0.11481261154075,0.170731707317073,0,0,
V 32126,margo,25,35.317,177.9,0.0135746606334842,0.291101055806938,0,0.321266968325792,0.0196078431372549,0,0,
V10-49,margo,1.17,36.083,26.833,0.415750915750916,0.0659340659340659,0.00183150183150183,0.15018315018315,0.00366300366300366,0,0,0
V10-51,margo,1.31,35.917,27.3,0.377403846153846,0.0528846153846154,0,0.0721153846153846,0.00721153846153846,0,0,0
V10-51,margo,1.41,35.917,27.3,0.362359550561798,0.0842696629213483,0,0.126404494382022,0.00280898876404494,0,0,0
V10-51,margo,1.51,35.917,27.3,0.446236559139785,0.172043010752688,0.0017921146953405,0.0913978494623656,0.003584229390681,0,0,0
V14-077,margo,0.29,-29.64166667,32.85833333,0.0397350993377483,0.0298013245033113,0.0298013245033113,0.506622516556291,0.344370860927152,0,0,0
V14-081,margo,0.35,-28.425,43.78333333,0.0633333333333333,0.0933333333333333,0.0833333333333333,0.383333333333333,0.326666666666667,0,0,0.00333333333333333
V14-101,margo,0.7,8.65,58.56666667,0.0629139072847682,0.0927152317880795,0.0231788079470199,0.490066225165563,0.225165562913907,0,0,0
V14-102,margo,0.4,10.25,57.18333333,0.0933333333333333,0.1,0.02,0.496666666666667,0.153333333333333,0,0,0
V16-089,margo,0.4,-33.01666667,85.78333333,0.137123745819398,0.31438127090301,0.00334448160535117,0.307692307692308,0.0668896321070234,0,0,0.00334448160535117
V16-20,margo,0.36,17.933,-50.35,0.039,0.013,0.005,0.078,0.861,0,0,0
V16-20,margo,0.38,17.933,-50.35,0.033,0.05,0.013,0.127,0.775,0,0.002,0
V16-20,margo,0.4,17.933,-50.35,0.013,0.006,0.08,0.166,0.714,0,0,0
V16-20,margo,0.44,17.933,-50.35,0.039,0.03,0.018,0.143,0.762,0,0,0
V16-205,margo,0.19,15.4,-43.4,0.112,0.021,0.017,0.019,0.829,0,0,0
V17-165,margo,0.35,32.75,-41.9,0.182,0.148,0.015,0.334,0.312,0,0,0.007
V17-165,margo,0.45,32.75,-41.9,0.184,0.156,0.002,0.358,0.284,0,0,0.004
V17-165,margo,0.54,32.75,-41.9,0.124,0.147,0,0.335,0.363,0,0,0.002
V17-165,margo,0.58,32.75,-41.9,0.197,0.204,0,0.276,0.315,0,0,0.002
V18-191,margo,0.3,-32.433,46.567,0.122516556291391,0.149006622516556,0.0165562913907285,0.394039735099338,0.175496688741722,0,0,0.0033112582781457
V18-207,margo,0.4,-25.63333333,87.11666667,0.0894039735099338,0.0264900662251656,0.0596026490066225,0.218543046357616,0.596026490066225,0,0,0.0033112582781457
V18-357,margo,0.6,15.033,-80.23,0.054,0.011,0.062,0.203,0.672,0,0,0
V18-357,margo,0.61,15.033,-80.23,0.045,0.018,0.023,0.165,0.743,0,0,0
V18-357,margo,0.65,15.033,-80.23,0.045,0.019,0.018,0.195,0.712,0,0,0
V18-357,margo,0.7,15.033,-80.23,0.027,0.005,0.026,0.159,0.76,0,0,0
V18-357,margo,0.71,15.033,-80.23,0.042,0.014,0.014,0.177,0.727,0,0,0
V18-357,margo,0.79,15.033,-80.23,0.063,0.023,0.003,0.237,0.649,0,0,0.001
V18-357,margo,0.85,15.033,-80.23,0.029,0.015,0.045,0.321,0.569,0,0,0
V19-178,margo,0.8,8.116666667,73.25,0.0366666666666667,0.07,0.0733333333333333,0.433333333333333,0.356666666666667,0.03,0,0
V19-185,margo,0.3,6.7,59.33333333,0.0564784053156146,0.119601328903654,0.026578073089701,0.401993355481728,0.282392026578073,0.0132890365448505,0,0
V19-188,margo,0.6,6.866666667,60.66666667,0.0906040268456376,0.104026845637584,0.00671140939597316,0.422818791946309,0.271812080536913,0.0134228187919463,0,0
V19-201,margo,0.7,-5.333333333,40.43333333,0.0363036303630363,0.0594059405940594,0.0561056105610561,0.429042904290429,0.34983498349835,0,0,0.0066006600660066
V19-202,margo,0.4,-6.983333333,41.18333333,0.0465116279069768,0.0631229235880399,0.0199335548172757,0.401993355481728,0.421926910299003,0.00332225913621262,0,0
V19-204,margo,0.3,-10.23333333,43.81666667,0.0363036303630363,0.0693069306930693,0.0066006600660066,0.419141914191419,0.402640264026403,0,0,0
V19-29,margo,120,-3.583,-83.933,0.0293132328308208,0.272194304857621,0.00083752093802345,0.528475711892797,0.0234505862646566,0,0,
V20-170,margo,0.3,-21.8,69.23333333,0.076158940397351,0.0198675496688742,0.0728476821192053,0.211920529801325,0.609271523178808,0,0,0
V20-175,margo,0.3,-22.3,68,0.079734219269103,0.0431893687707641,0.0764119601328904,0.199335548172757,0.598006644518272,0,0,0.00332225913621262
V22-174,margo,0.55,-10.07,-12.82,0.212,0.014,0.097,0.216,0.451,0,0,0
V22-174,margo,0.57,-10.07,-12.82,0.142,0.042,0.078,0.248,0.471,0,0,0.003
V22-174,margo,0.6,-10.07,-12.82,0.31,0.158,0.085,0.536,0.896,0,0,0.002
V22-197,margo,1.11,14.167,-18.58,0.579,0.08,0.003,0.218,0.119,0,0,0
V22-197,margo,1.14,14.167,-18.58,0.544,0.122,0,0.241,0.084,0,0,0
V22-197,margo,1.19,14.167,-18.58,0.416,0.164,0.004,0.259,0.151,0,0,0
V22-197,margo,1.24,14.167,-18.58,0.452,0.098,0.004,0.298,0.14,0,0,0
V22-197,margo,1.31,14.167,-18.58,0.423,0.153,0,0.301,0.124,0,0,0
V23-100,margo,0.38,21.3,-22.68,0.553,0.1,0.005,0.141,0.197,0,0,0.005
V23-81,margo,2.65,54.25,-16.83,0.853,0.111,0,0.006,0,0,0,0
V23-81,margo,2.75,54.25,-16.83,0.905,0.051,0,0,0,0,0,0
V23-81,margo,2.85,54.25,-16.83,0.811,0.154,0,0,0,0,0,0
V23-81,margo,2.95,54.25,-16.83,0.911,0.075,0,0.006,0,0,0,0
V24-157,margo,0.3,-14.95,147.92,0.0119047619047619,0.0333333333333333,0.019047619047619,0.266666666666667,0.647619047619047,0,0,0
V24-161,margo,0.5,-18.2,151.45,0.037542662116041,0.0511945392491468,0.037542662116041,0.215017064846416,0.638225255972696,0.00341296928327645,0,0
V24-170,margo,0.4,-13.52,146.88,0.036764705882353,0.0294117647058824,0.0147058823529412,0.235294117647059,0.669117647058824,0,0,0
V24-184,margo,0.3,-12.87,146.2,0.0409356725146199,0.0087719298245614,0.0087719298245614,0.295321637426901,0.637426900584795,0,0,0
V25-56,margo,0.5,-3.55,-35.23,0.218,0.039,0,0.297,0.442,0,0,0
V25-56,margo,0.52,-3.55,-35.23,0.171,0.043,0.003,0.298,0.486,0,0,0
V25-56,margo,0.55,-3.55,-35.23,0.157,0.028,0.009,0.345,0.459,0,0,0
V25-56,margo,0.57,-3.55,-35.23,0.143,0.036,0.01,0.342,0.468,0,0,0
V25-56,margo,0.6,-3.55,-35.23,0.161,0.009,0.015,0.325,0.484,0,0,0
V25-56,margo,0.62,-3.55,-35.23,0.183,0.043,0.01,0.316,0.449,0,0,0
V25-56,margo,0.65,-3.55,-35.23,0.312,0.017,0.006,0.527,0.125,0,0,0
V25-56,margo,0.7,-3.55,-35.23,0.411,0.011,0.032,0.737,0.789,0,0,0.002
V25-56,margo,0.76,-3.55,-35.23,0.33,0.021,0.005,0.51,0.092,0,0,0
V25-56,margo,0.8,-3.55,-35.23,0.405,0.025,0.134,0.868,0.535,0,0,0.01
V25-56,margo,0.85,-3.55,-35.23,0.34,0.017,0.008,0.479,0.098,0,0,0.002
V25-59,margo,0.5,1.367,-33.48,0.218,0.039,0,0.297,0.442,0,0,0
V25-59,margo,0.52,1.367,-33.48,0.171,0.043,0.003,0.298,0.486,0,0,0
V25-59,margo,0.55,1.367,-33.48,0.157,0.028,0.009,0.345,0.459,0,0,0
V25-59,margo,0.57,1.367,-33.48,0.143,0.036,0.01,0.342,0.468,0,0,0
V25-59,margo,0.6,1.367,-33.48,0.161,0.009,0.015,0.325,0.484,0,0,0
V25-59,margo,0.62,1.367,-33.48,0.183,0.043,0.01,0.316,0.449,0,0,0
V26-124,margo,0.64,16.133,-74.45,0.04,0.045,0.016,0.224,0.657,0,0,0.004
V26-124,margo,0.71,16.133,-74.45,0.037,0.049,0.015,0.208,0.681,0,0,0
V26-124,margo,0.74,16.133,-74.45,0.042,0.033,0.034,0.214,0.667,0,0,0.001
V27-60,margo,2,72.183,8.583,0.988,0.006,0,0.006,0,0,0,0
V27-86,margo,0.6,66.6,1.117,0.995,0.002,0,0.003,0,0,0,0
V27-86,margo,0.7,66.6,1.117,0.99,0.01,0,0,0,0,0,0
V28-127,margo,0.6,11.65,-80.13,0.089,0.006,0.028,0.134,0.745,0,0,0
V28-14,margo,1.6,64.783,-29.57,0.994,0.006,0,0,0,0,0,0
V28-14,margo,1.7,64.783,-29.57,0.996,0,0,0.003,0,0,0,0
V28-238,margo,0.39,1.016666667,160.4833333,0.0314285714285714,0.00571428571428571,0.0123809523809524,0.44952380952381,0.478095238095238,0.0180952380952381,0,0
V28-239,margo,0.52,3.25,159.1833333,0.0714285714285714,0.00166112956810631,0.00498338870431894,0.564784053156146,0.338870431893688,0.0166112956810631,0,0.00166112956810631
V28-310,margo,40,25.417,125.633,0.00339750849377123,0.0883352208380521,0.118912797281993,0.486976217440544,0.114382785956965,0,0,
V28-342 (P),margo,0.9,-14.1,120.5,0.027,0.086,0.077,0.405,0.405,0,0,0
V28-342 (W),margo,0.89,-14.1,120.5,0.0888888888888889,0,0.0296296296296296,0.377777777777778,0.481481481481482,0,0,0
V28-345,margo,0.9,-17.67,117.95,0.054,0.101,0.067,0.397,0.38,0,0,0
V28-56,margo,0.6,68.033,-6.117,1,0,0,0,0,0,0,0
V28-56,margo,0.7,68.033,-6.117,1,0,0,0,0,0,0,0
V28-56,margo,0.8,68.033,-6.117,1,0,0,0,0,0,0,0
V29-015,margo,0.7,11.95,88.733,0.008,0.084,0.064,0.436,0.338,0.07,0,0
V29-029,margo,0.8,5.116666667,77.58333333,0.0332225913621263,0.156146179401993,0.0299003322259136,0.598006644518272,0.176079734219269,0.00332225913621262,0,0
V29-030,margo,0.8,3.083333333,76.25,0.0397350993377484,0.0662251655629139,0.0165562913907285,0.632450331125828,0.198675496688742,0.00993377483443709,0,0
V29-045,margo,0.4,-6,69.817,0.0363036303630363,0.0726072607260726,0.033003300330033,0.452145214521452,0.33993399339934,0.0033003300330033,0,0.0033003300330033
V29-048,margo,0.2,-6.266666667,63.43333333,0.0533333333333333,0.04,0.0166666666666667,0.42,0.426666666666667,0.00333333333333333,0,0
V29-064,margo,0.3,-27.283,74.867,0.172185430463576,0.0695364238410596,0.0231788079470199,0.162251655629139,0.566225165562914,0,0,0
V29-179,margo,0.87,44.017,-24.53,0.623,0.21,0,0.147,0.018,0,0,0
V29-179,margo,1.01,44.017,-24.53,0.549,0.28,0,0.146,0.024,0,0,0
V30-40,margo,0.48,-0.2,-23.15,0.242,0.051,0.011,0.302,0.391,0,0,0.003
V30-40,margo,0.51,-0.2,-23.15,0.33,0.055,0,0.291,0.323,0,0,0
V30-40,margo,0.54,-0.2,-23.15,0.288,0.069,0.01,0.368,0.258,0,0,0.002
V30-40,margo,0.57,-0.2,-23.15,0.298,0.071,0.005,0.33,0.29,0,0,0
V30-40,margo,0.6,-0.2,-23.15,0.385,0.092,0.005,0.325,0.192,0,0,0
V30-40,margo,0.63,-0.2,-23.15,0.331,0.066,0.003,0.362,0.232,0,0,0
V30-49,margo,0.64,18.433,-21.08,0.277,0.263,0.012,0.31,0.139,0,0,0
V30-49,margo,0.68,18.433,-21.08,0.206,0.194,0.03,0.414,0.156,0,0,0
V30-49,margo,0.72,18.433,-21.08,0.179,0.238,0.015,0.414,0.151,0,0,0
V30-49,margo,0.76,18.433,-21.08,0.16,0.255,0.008,0.458,0.117,0,0,0
V32-128,margo,32,36.467,177.167,0.0734126984126984,0.189484126984127,0,0.257936507936508,0.0119047619047619,0,0,
V33-065,margo,0.4,-22.73333333,112.5833333,0.0335570469798658,0.0201342281879195,0.0335570469798658,0.62751677852349,0.26510067114094,0,0,0
V34-087,margo,1,13.273,57.348,0.016,0.25,0.03,0.302,0.401,0,0,0
V34-088,margo,1,16.54,59.755,0.024,0.231,0.07,0.316,0.356,0,0,0
V34-091,margo,0.7,20.937,64.033,0.019,0.171,0.016,0.266,0.526,0,0,0
V34-092,margo,0.85,21.148,65.118,0,0.039,0.008,0.104,0.848,0,0,0
V34-101,margo,0.4,17.488,67.423,0.012,0.054,0.026,0.294,0.613,0,0,0
V34-109,margo,0.8,19.733,66.083,0.011,0.058,0.031,0.256,0.644,0,0,0
V34-111,margo,0.6,17.617,63.883,0.022,0.053,0.025,0.276,0.626,0,0,0
VNTRO1-8,margo,41,0.033,-110.483,0.0882956878850103,0.0513347022587269,0.00205338809034908,0.554414784394251,0.0390143737166324,0.00410677618069815,0,
W8709A-01BC,margo,21,41.54,-131.96,0.428,0.275,0,0.047,0.002,0,0,
W8709A-08PC,margo,22,42.26,-127.68,0.545,0.308,0,0.093,0,0,0,
W8709A-13PC,margo,275,42.12,-125.75,0.519,0.396,0,0.053,0,0,0,
W8809A-21GC,margo,140,42.14,-126.91,0.555,0.311,0,0.096,0,0,0,
W8809A-29GC,margo,156,41.8,-129,0.391,0.525,0,0.05,0,0,0,
W8809A-31GC,margo,15,41.68,-130.01,0.413,0.475,0,0.063,0.009,0,0,
W8809A-53GC,margo,168,42.75,-126.26,0.415,0.479,0,0.083,0,0,0,
W8909A-48GC,margo,17,41.33,-132.67,0.352,0.334,0,0.038,0.006,0,0,
W8909A-57GC,margo,22,41.58,-130.62,0.37,0.499,0,0.089,0.006,0,0,
Y69-106p,margo,30,2.983,-86.55,0.0240549828178694,0.134020618556701,0.0206185567010309,0.498281786941581,0.0378006872852234,0,0,
Y69-71P,margo,180,0.1,-86.483,0.00606060606060606,0.203030303030303,0.00303030303030303,0.596969696969697,0.0151515151515152,0,0,
Y71-3-2,margo,20,7.167,-85.15,0.00967741935483871,0.112903225806452,0,0.503225806451613,0.0354838709677419,0,0,
Y71-6-12,margo,46,-16.443,-77.563,0.113022113022113,0.272727272727273,0.00737100737100737,0.447174447174447,0.0294840294840295,0,0,
Y71-6-12,margo,50,-16.443,-77.563,0.217806041335453,0.16852146263911,0,0.470588235294118,0.0095389507154213,0,0,
Y71-6-12,margo,56,-16.443,-77.563,0.127272727272727,0.136363636363636,0.00909090909090909,0.581818181818182,0.0424242424242424,0.00303030303030303,0,
Y71-6-12,margo,49,-16.44,-77.56,0.198813056379822,0.157270029673591,0,0.507418397626113,0.00890207715133531,0,0,
Z2108,margo,0.75,-33.3765,161.6125,0.0508474576271186,0.324152542372881,0.00423728813559322,0.36864406779661,0.135593220338983,0.00211864406779661,0.00635593220338983,0
Z2112,margo,0.935,-33.53,166.53,0.0651340996168582,0.132183908045977,0.00574712643678161,0.295019157088123,0.118773946360153,0,0,0.00191570881226054
y71-9-101,margo,63,-6.383,-106.933,0.00986842105263158,0.0526315789473684,0,0.651315789473684,0.0723684210526316,0,0,
GeoB2204-2,epilog,0.33,-8.5283,-34.0217,0.0409,0.0062,0.0141,0.156,0.7642,0.0175,0,0
GeoB2204-2,epilog,0.33,-8.5283,-34.0217,0.97,0.0062,0.0141,0.156,0.7642,0.0175,0,0
GeoB3117-1,epilog,3.53,-4.295,-37.0917,0.0276,0.0034,0.0207,0.1973,0.7234,0.0146,0,0
GeoB3117-1,epilog,3.53,-4.295,-37.0917,0.966,0.0034,0.0207,0.1973,0.7234,0.0146,0,0
GeoB3117-1,epilog,3.53,-4.295,-37.0917,0.999,0.0034,0.0207,0.1973,0.7234,0.0146,0,0
